a,b,c,d,e,f,01-02,01-03,01-04,01-05,01-06,01-09,01-10,01-11,01-12,01-13,01-16,01-17,01-18,01-19,01-20,01-23,01-24,01-25,01-26,01-31,02-01,02-02,02-03,02-06,02-07,02-08,02-09,02-10,02-13,02-14,02-15,02-16,02-17,02-20,02-21,02-22,02-23,02-24,02-27,02-28,03-02,03-03,03-06,03-07,03-08,03-09,03-10,03-13,03-14,03-15,03-16,03-17,03-20,03-21,03-22,03-23,03-24,03-27,03-28,03-29,03-30,03-31,04-03,04-04,04-05,04-06,04-07,04-10,04-11,04-12,04-13,04-14,04-17,04-18,04-19,04-20,04-21,04-24,04-25,04-26,04-27,04-28,05-02,05-04,05-08,05-10,05-11,05-12,05-15,05-16,05-17,05-18,05-19,05-22,05-23,05-24,05-25,05-26,05-29,05-30,05-31,06-01,06-02,06-05,06-07,06-08,06-09,06-12,06-13,06-14,06-15,06-16,06-19,06-20,06-21,06-22,06-23,06-26,06-27,06-28,06-29,06-30,07-03,07-04,07-05,07-06,07-07,07-10,07-11,07-12,07-13,07-14,07-17,07-18,07-19,07-20,07-21,07-24,07-25,07-26,07-27,07-28,07-31,08-01,08-02,08-03,08-04,08-07,08-08,08-09,08-10,08-11,08-14,08-16,08-17,08-18,08-21,08-22,08-23,08-24,08-25,08-28,08-29,08-30,08-31,09-01,09-04,09-05,09-06,09-07,09-08,09-11,09-12,09-13,09-14,09-15,09-18,09-19,09-20,09-21,09-22,09-25,09-26,09-27,09-28,09-29,10-10,10-11,10-12,10-13,10-16,10-17,10-18,10-19,10-20,10-23,10-24,10-25,10-26,10-27,10-30,10-31,11-01,11-02,11-03,11-06,11-07,11-08,11-09,11-10,11-13,11-14,11-15,11-16,11-17,11-20,11-21,11-22,11-23,11-24,11-27,11-28,11-29,11-30,12-04,12-05,12-06,12-07,12-08,12-11,12-12,12-13,12-14,12-15,12-18,12-19,12-20,12-21,12-22,12-26,12-27,12-28,12-29,
소매,건오징어,충북,건오징어(10마리),중품,2017,25000,25000,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,30265,30265,30265,30265,30265,30265,30265,30265,31115,31115,31115,31115,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,31965,30000,30000,30000,30000,30000,30000,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,31600,33000,33000,33000,33000,33000,33000,33000,34600,34600,34600,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,32362
소매,고등어,강원,냉동(1마리),중품,2017,,,,,,,,,,,,,,3000,,,,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3500,3500,3500,3500,3500,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3500,3500,3500,3750,3750,3750,3750,3750,3750,3750,3750,3750,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177
소매,고등어,강원,냉동(수입)(1마리),중품,2017,1990,1990,1990,1990,1990,1990,,,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,,1990,1990,1990,1990,1990,,,,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,,,,,,1490,1490,1490,1490,1490,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1000,1000,1000,1000,,,,,,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,1790,1790,1790,,,2490,2490,2490,2490,2490,2490,2490,2490,,,2490,2490,1000,1000,1000,1000,1000,2490,2490,2490,1250,1250,1250,1250,,,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,1993
소매,고등어,강원,생선(1마리),중품,2017,3050,2995,2995,2995,2995,2995,2995,2995,2995,2995,2990,2990,2990,2690,2925,2925,2925,2690,2690,2690,2690,2690,,2690,2690,2690,2690,,,,,,,,2690,2845,3295,3295,3295,3295,2995,2995,3325,3325,3325,3325,3325,2990,,,,,,,3500,3240,3240,2993,2993,3500,3245,3245,3245,3245,3245,3500,3500,,,,,,,,,,,,,,,,,,,,,,,4490,3990,3990,3990,,,,3990,3990,3245,,3990,2990,2990,3245,3500,3500,3500,3500,3500,,,,,3495,3495,3495,3495,3495,3495,3495,3157,3043,3043,3043,2735,3490,3490,3490,3490,3490,,2790,3490,3490,3410,3410,3410,3245,3245,3245,3345,3345,3495,3495,2990,2990,2990,3495,3495,2990,,,2990,2990,2990,2990,,,,2990,2990,2990,3410,3410,3410,3410,3495,3495,3495,3495,3495,2990,2990,3495,3495,3495,3495,3495,3325,2825,2825,2825,2825,2825,3325,2825,,3830,3410,3410,3410,3410,3410,3830,3830,3830,3410,2990,3495,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2490,2490,3245,3245,3245,3245,3245,3245,3245,3245,3495,3495,2990,2990,,2990,2990,2990,2990,2990,2990,3495,3370,3370,3370,3370,3370,3370,3370,3370,3231
소매,고등어,강원,염장(2마리),중품,2017,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,2980,2480,2480,2480,2480,2480,2647,2647,2647,2647,2647,2980,2980,2720,2647,2980,2980,2980,2980,2980,2980,2980,2980,3125,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,3095,3095,3095,3095,2495,3095,3095,3095,3095,3095,3095,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,2830,3163,2830,2830,2830,3163,2830,2830,2830,3163,3163,3163,3163,3163,3163,2995,2995,2995,2995,2995,2995,2995,3000,3000,3000,3250,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2975,2975,2975,2650,2650,2650,2450,2450,2650,2650,2650,2950,3000,2950,2950,2950,2950,2950,2950,2950,2950,2750,2750,2750,2750,2750,2750,2750,2750,2750,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2565,2865,2830,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2900,2900,2900,2500,2931
소매,고등어,경기,냉동(1마리),중품,2017,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,2000,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,3450,3450,3450,2745,2745,2495,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2745,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2475,2475,2745,2745,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192
소매,고등어,경기,냉동(수입)(1마리),중품,2017,2075,2075,2075,2075,2075,2075,2075,2075,2025,2025,2025,2025,2025,2025,2025,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2160,2160,2160,2160,2160,2160,2160,1825,1825,1825,1825,1825,1825,1825,2000,2000,2000,2000,2000,1895,1895,1895,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,2000,2000,2000,2000,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1500,1500,1500,1500,1500,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,1895,1895,1895,1895,1895,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,1995,1995,1995,2495,1500,1500,1500,1500,1500,2245,2245,1625,1625,2245,2245,2245,2245,2245,2245,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,2000,2000,2000,2000,1745,1745,1745,1745,1745,1745,1745,1745,1745,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2039
소매,고등어,경기,생선(1마리),중품,2017,2550,2550,2550,2550,2550,2550,2550,2550,2550,2550,2880,2770,2883,2617,2617,2595,2595,2595,2595,2595,2595,2497,2497,2497,2497,2497,2497,2497,2727,2727,2500,3245,3245,3245,2595,2595,3045,2960,2960,2960,2660,2660,2660,2575,2575,2575,2575,2575,2575,2990,3490,2990,2990,2990,2745,2745,2745,2717,2717,2717,2717,2717,2745,2745,2745,2995,2995,2995,2995,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,,4980,4980,4980,4485,3990,4240,3370,3370,3370,3370,2750,2750,3700,3797,3463,3160,3147,3243,3243,3327,3797,3797,3797,3945,3797,3327,3243,3243,2993,3077,2993,2937,2937,2745,2825,2825,2825,2910,2910,2910,3313,3493,3493,3493,3493,3830,3497,2245,2245,2997,2107,2413,2413,2480,2173,2173,2173,2480,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2173,2173,2173,1765,1765,2173,2173,2173,2173,2173,2173,2173,2345,2345,2345,2345,2993,2993,2993,2993,2993,2993,2217,2217,1993,1993,1993,2327,2327,2530,2530,2530,2327,3103,3330,2913,2875,2875,2875,3247,3247,2410,2410,2410,2620,2620,2523,2523,2620,2990,2990,2745,2500,2827,2827,2827,2660,2827,2827,2827,2660,2660,2495,2495,2827,2827,2745,2745,2745,2745,2745,2990,2990,2990,2990,2990,2990,2990,3330,3330,2745,3103,3077,3160,3160,3160,2807
소매,고등어,경기,염장(2마리),중품,2017,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2840,2840,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,,,,,,,,,,,,,,,5980,4500,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870
소매,고등어,경남,냉동(1마리),중품,2017,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
소매,고등어,경남,생선(1마리),중품,2017,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2536
소매,고등어,경남,염장(2마리),중품,2017,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,,,,,,,,,,,,,,,,,,,,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2480,2480,2480,2480,2480,2980,2980,2980,2980,2980,2480,2480,2480,2480,2980,2980,2980,2980,2980,2980,2980,2980,2980,,,1480,,1480,1480,2980,2980,2980,2980,2980,,,,,,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,,,,,,2980,2980,,,2980,2980,2980,2980,2980,2980,2980,2980,,,,,,,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,,,,,1490,1490,1490,1490,,,,,,,2980,2980,2980,2980,2980,2980,2980,2980,,,2980,2980,2980,2980,2871
소매,고등어,경북,냉동(1마리),중품,2017,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3000,3000,3000,2958
소매,고등어,경북,생선(1마리),중품,2017,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2450,2450,2450,2500,2500,2500,,,,,,,,,,,,,,,,,,,,,,4900,4900,4500,4500,,2980,2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,3800,3800,3800,,,,,,2400,2725,,,,,,,,2500,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2500,2500,2500,2500,2500,3200,3250,3250,3250,2950,2950,2950,2950,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2500,2850,2850,2950,2950,2500,2500,2500,2500,2500,2500,2500,2500,2950,2950,2950,2950,2950,2500,2500,3150,3350,3350,3100,3100,3100,3100,3100,3300,3650,3300,3300,3300,3300,3300,2900,2900,2900,2900,2900,3300,3300,3300,3300,3300,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3350,3350,3350,3350,3350,3400,3400,3400,2850,2850,2850,2919
소매,고등어,경북,염장(2마리),중품,2017,3140,3140,3140,2840,2840,2840,2840,2840,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3060,3060,3060,3060,3140,3140,3140,2760,2760,2760,2760,2760,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,2860,2860,2860,2860,2860,2860,3140,3140,3140,3140,3140,3240,3240,3240,3240,3240,3240,3240,2927,2927,2927,2900,2900,2900,3500,3500,3500,3500,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,2990,2990,2827,2827,2827,3240,3240,2993,2993,2827,2827,2827,2990,2990,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3143,3143,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,2927,2927,3240,3240,3240,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,3240,3240,3240,3240,3240,2927,2927,2927,2927,2927,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,2495,2495,2495,2495,2495,2700,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,2995,2995,3108
소매,고등어,광주,냉동(1마리),중품,2017,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2000,2000,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2240
소매,고등어,광주,냉동(수입)(1마리),중품,2017,1745,1745,1745,1745,1745,1745,1745,1745,1695,1695,1695,1695,1695,1745,1745,1745,1745,1745,1745,1990,1990,1763,1763,1763,1763,1763,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1495,1495,1495,1495,1495,1645,1645,1645,1645,1645,1645,1645,1645,1645,1645,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1500,1250,1250,1250,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1745,1745,1995,1995,1995,1995,1250,1250,1250,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1495,1495,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1834
소매,고등어,광주,생선(1마리),중품,2017,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3295,3295,2995,2995,2995,2995,2995,3495,3495,3495,3495,3495,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,2995,2995,2995,2995,2995,3000,3000,3000,3000,3000,3495,3495,3495,3345,3345,2500,2500,2000,2000,2000,2745,2745,2745,2745,2745,2395,2395,2745,2745,2245,2245,2245,1995,1995,2745,2845,3095,3095,3095,3095,3245,3245,3245,3245,3245,3500,3500,3500,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2745,2745,3245,3245,3245,3245,2245,2745,2745,2500,2500,2500,2500,2500,3000,3000,3000,3000,3000,3000,3000,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3062
